NEW_SMILES,pIC50,amw,lipinskiHBA,lipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumHeavyAtoms,NumAtoms,NumHeteroatoms,NumAmideBonds,FractionCSP3,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeterocycles,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumSpiroAtoms,NumBridgeheadAtoms,NumAtomStereoCenters,NumUnspecifiedAtomStereoCenters,labuteASA,tpsa,CrippenClogP,CrippenMR,chi0v,chi1v,chi2v,chi3v,chi4v,hallKierAlpha,kappa1,kappa2,kappa3,Phi,Total Surface Area,Shape Index,Molecular Flexibility,Molecular Complexity
O=C1CCc2cc(=CCC(=O)N3CC(c4ccccc4)C3)cnc2=N1,6.311580177997289,333.3910000000001,5,0,3,0,3,25,44,5,2,0.3,4,2,2,1,3,1,1,2,0,0,0,0,145.2695593529853,62.63,0.9705999999999999,93.19100000000005,13.88982369606697,8.58279422191305,4.820435912547913,4.820435912547913,3.28598995903348,-2.82,15.69285644077495,6.589176707213883,3.356522556808812,4.136120165168227,257.01,0.68,0.47165,0.77811
CC(=O)N=c1ccc(C=CC(=O)N2CC(c3oc4ccccc4c3C)C2)c[nH]1,6.79317412396815,375.4280000000001,6,1,3,1,3,28,49,6,2,0.2272727272727273,4,3,1,1,3,2,1,1,0,0,0,0,161.7513843023266,78.67,3.155720000000001,106.3427,15.80688831666086,9.201011965159047,4.961220541372668,4.961220541372668,3.451472181356343,-3.41,17.97674299445841,7.306717223612469,3.533420521161915,4.691106345073718,293.03,0.64286,0.31797,0.82582
Cc1c(C2CN(C(=O)C=Cc3ccc(=NC(=O)Cn4ccnn4)[nH]c3)C2)oc2ccccc12,6.074172425375258,442.4790000000002,9,1,5,1,6,33,55,9,2,0.2083333333333333,5,4,1,1,4,3,1,1,0,0,0,0,188.6038135147026,109.38,2.42752,120.6907,18.01033642272654,10.62052423459682,5.697666620034693,5.697666620034693,3.90718492650206,-4.27,20.622596976867,8.696908849708903,4.381453712266253,5.434934731881656,341.01,0.63636,0.34395,0.8444
Cc1c(C2CN(C(=O)CC=c3cnc4c(c3)CNCC(=O)N=4)C2)oc2ccccc12,6.41566877563247,402.4540000000002,7,1,3,1,5,30,52,7,2,0.3043478260869565,5,3,2,1,4,2,1,2,0,0,0,0,172.6603574468019,87.8,1.18222,111.0857,16.72072171734121,10.11481596023013,5.784303133476216,5.784303133476216,4.090733012702449,-3.32,18.69240376753602,7.496061476930814,3.412734021868134,4.67064692643544,305.02,0.6,0.42342,0.86856
Cc1c(C2CN(C(=O)CC=c3cnc4c(c3)CN(C)CC(=O)N=4)C2)oc2ccccc12,6.950781977329818,416.4810000000002,7,0,3,0,5,31,55,7,2,0.3333333333333333,5,3,2,1,4,2,1,2,0,0,0,0,179.2352710477939,79.01,1.524420000000001,115.713,17.66793531284117,10.48737830657722,6.038065986803017,6.038065986803017,4.346325711128441,-3.32,19.63212860932558,7.739330097743345,3.767123409406846,4.90127496222328,316.12,0.58065,0.41686,0.87927
Cc1c(C2CN(C(=O)CCc3cnc4c(c3)=NCCC(=O)N=4)C2)oc2ccccc12,6.500312917381597,402.4540000000002,7,0,4,0,5,30,52,7,2,0.3478260869565217,5,3,2,1,4,2,1,2,0,0,0,0,172.6954207812383,88.13000000000001,1.86432,109.633,16.79769182483809,10.25062031775172,5.855453138307688,5.855453138307688,4.1129751763108,-3.35,18.66426940487374,7.478933177697347,3.403160233479314,4.652960789653056,305.58,0.6,0.43628,0.86856
Cc1ccc(Oc2coc(/C=C/c3ccoc3)cc2=O)c(C)c1,5.640164517660112,308.3330000000001,4,0,4,0,4,23,39,4,0,0.1052631578947368,3,3,0,0,2,2,0,0,0,0,0,0,133.1899703746637,52.58000000000001,4.812340000000003,88.60400000000003,12.90649585375171,7.199029842657217,3.351832432683887,3.351832432683887,2.156229698359213,-3.01,14.90775562127645,6.399471937204864,3.605830036716394,4.147902771524639,247.4,0.65217,0.2223,0.7473
O=c1cc(COc2ccccc2)n(C2CC2)cc1Oc1cccc(Cl)c1Cl,5.823908740944319,402.2770000000002,4,0,6,0,4,27,44,6,0,0.1904761904761905,4,3,1,1,1,1,0,0,0,0,0,0,166.4242933160449,40.46,5.861300000000004,106.283,15.91191860959244,9.419845625479214,5.13637449993336,5.13637449993336,3.1410478653964,-2.43,17.95770319728237,7.668150007705401,4.123496306719446,5.100087478170821,288.11,0.55556,0.35342,0.82449
O=c1cc(COc2ccccc2)[nH]cc1Oc1c(Cl)cccc1Cl,5.302770657240282,362.2120000000001,4,1,5,1,3,24,37,6,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,148.125326639789,51.32000000000001,5.053000000000003,94.37270000000001,13.97314118252976,7.902019601901999,3.800594586646749,3.800594586646749,2.505896437716137,-2.43,16.42856246722812,7.426435712165357,3.905301642895472,5.08356929192343,262.75,0.625,0.44882,0.77245
Cn1cc(Oc2c(Cl)cccc2Cl)c(=O)cc1COc1ccccc1,6.142667503568732,376.2390000000001,4,0,5,0,4,25,40,6,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,154.7002402407809,40.46,5.063400000000003,98.99300000000001,14.92035477802972,8.292363750304283,4.160637463343492,4.160637463343492,2.7053968080034,-2.43,17.39488397506712,7.636950389884435,4.158594053747905,5.313754638215334,273.85,0.6,0.44082,0.79656
O=c1cc(COc2ccccc2)n(C2CC2)cc1Oc1c(Cl)cccc1Cl,5.191789027075778,402.2770000000002,4,0,6,0,4,27,44,6,0,0.1904761904761905,4,3,1,1,1,1,0,0,0,0,0,0,166.4242933160449,40.46,5.861300000000004,106.283,15.91191860959244,9.419845625479214,4.924949702860347,4.924949702860347,3.293899641046086,-2.43,17.95770319728237,7.668150007705401,4.123496306719446,5.100087478170821,288.11,0.55556,0.41686,0.82626
O=c1cc(COc2ccccc2)[nH]cc1Oc1cccc([N+](=O)[O-])c1Cl,4.930701987884471,372.7640000000001,7,1,6,1,5,26,39,8,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,152.4750361354071,94.46000000000001,4.307800000000002,96.01710000000006,14.10295793992976,7.923828061808248,3.813778683561357,3.813778683561357,2.412381476918279,-3.32,17.50133972875497,7.709073193834152,4.012124431649233,5.189196498428061,271,0.61538,0.39982,0.8024
Cn1cc(Oc2cccc([N+](=O)[O-])c2Cl)c(=O)cc1COc1ccccc1,6.180456064458132,386.7910000000001,7,0,6,0,6,27,42,8,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,159.049949736399,83.60000000000001,4.318200000000003,100.6374,15.05017153542972,8.314172210210533,4.173821560258101,4.173821560258101,2.611881847205543,-3.32,18.47046204908726,7.923242568281903,4.266498778208189,5.420220413450501,282.1,0.59259,0.39347,0.82225
O=c1cc(COc2ccccc2)n(C2CC2)cc1Oc1cccc([N+](=O)[O-])c1Cl,4.753501419204199,412.8290000000002,7,0,7,0,6,29,46,8,0,0.1904761904761905,4,3,1,1,1,1,0,0,0,0,0,0,170.7740028116631,83.6,5.116100000000004,107.9274,16.04173536699244,9.441654085385462,4.938133799774955,4.938133799774955,3.200384680248228,-3.32,19.01634448509888,7.966235314488232,4.245943824788394,5.223747413436836,296.36,0.55172,0.37571,0.84746
COCc1cc(=O)c(Oc2ccc(Cl)cc2)co1,5.283996656365201,266.68,4,0,4,0,4,18,29,5,0,0.1538461538461539,2,2,0,0,1,1,0,0,0,0,0,0,108.7150771643025,48.67,3.231900000000001,67.21700000000003,10.43809497720744,5.60701497531939,2.432289764325559,2.432289764325559,1.486542020967256,-1.78,12.67108664127955,5.708071630310678,3.120674612403003,4.018192787905357,198.37,0.72222,0.46828,0.70595
O=c1cc(COc2ccccc2)occ1Oc1ccc(Cl)cc1Cl,6.167491087293763,363.196,4,0,5,0,4,24,36,6,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,147.7104954828515,48.67,5.317900000000003,92.28800000000003,13.88138947299363,7.797187808790927,3.620878311795953,3.620878311795953,2.383385010428432,-2.43,16.42856246722812,7.426435712165357,4.100196001044762,5.08356929192343,261.29,0.66667,0.37475,0.76455
Cc1cc(Cl)ccc1Oc1coc(COc2ccccc2)cc1=O,6.346787486224656,342.778,4,0,5,0,4,24,39,5,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,143.7721713703665,48.67,4.972920000000004,92.01500000000004,13.74749605396594,7.730241099277084,3.568561171181174,3.568561171181174,2.332323266100157,-2.72,16.14884897438623,7.234607223965028,3.970822632831353,4.867940810367284,258.13,0.66667,0.37475,0.75903
Cc1ccc(Oc2coc(COc3ccccc3)cc2=O)c(C)c1,6.42021640338319,322.3600000000001,4,0,5,0,4,24,42,4,0,0.15,3,3,0,0,1,1,0,0,0,0,0,0,139.8338472578814,48.67,4.627940000000004,91.74200000000003,13.61360263493826,7.663294389763244,3.526919750963639,3.526919750963639,2.292176705611801,-3.01,15.86938455379261,7.044241610553315,3.843124759059233,4.657824125320748,254.97,0.66667,0.37475,0.73864
O=c1cc(COc2ccccc2)occ1Oc1cccc(Cl)c1Cl,5.903089986991944,363.196,4,0,5,0,4,24,36,6,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,147.7104954828515,48.67,5.317900000000003,92.28800000000003,13.88138947299363,7.803170872934634,3.914212775982068,3.914212775982068,2.271605476088866,-2.43,16.42856246722812,7.426435712165357,3.905301642895472,5.08356929192343,261.29,0.625,0.37475,0.76987
O=c1cc(COc2ccccc2)occ1Oc1c(Cl)cccc1Cl,5.847711655616943,363.196,4,0,5,0,4,24,36,6,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,147.7104954828515,48.67,5.317900000000003,92.28800000000003,13.88138947299363,7.803170872934634,3.702787978909053,3.702787978909053,2.424457251738551,-2.43,16.42856246722812,7.426435712165357,3.905301642895472,5.08356929192343,261.29,0.625,0.44926,0.77245
Cc1c(Oc2coc(COc3ccccc3)cc2=O)cccc1[N+](=O)[O-],5.453457336521869,353.3300000000001,7,0,6,0,6,26,41,7,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,148.1218808659847,91.81,4.227720000000003,93.65940000000005,13.87731281136595,7.758032623327042,3.648685195874595,3.648685195874595,2.28957126019112,-3.61,17.22075000491702,7.519360115961137,3.8904743279542,4.980346952073485,266.38,0.61538,0.40028,0.79818
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccccc2)cc1=O,5.311580177997289,338.7900000000001,3,0,4,0,3,24,39,4,0,0.05,3,3,0,0,1,1,0,0,0,0,0,0,144.333965223072,39.44,5.564320000000005,96.61100000000003,13.78684152069478,7.794572031380024,3.649863307475646,3.649863307475646,2.390701052674619,-2.78,16.09100801901595,7.195100189918704,3.944264184973693,4.824017285566877,260.87,0.66667,0.27962,0.75903
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccoc2)cc1=O,5.610833915635467,328.7510000000001,4,0,4,0,4,23,36,5,0,0.05555555555555555,3,3,0,0,2,2,0,0,0,0,0,0,137.1282944871488,52.58000000000001,5.157320000000004,88.87700000000004,13.04038927277939,7.265976552171057,3.393473852901422,3.393473852901422,2.196376258847569,-2.72,15.18628817498203,6.584547327660077,3.731225936510966,4.347601444332772,250.56,0.65217,0.2223,0.76657
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccco2)cc1=O,5.410050398674292,328.7510000000001,4,0,4,0,4,23,36,5,0,0.05555555555555555,3,3,0,0,2,2,0,0,0,0,0,0,137.1282944871488,52.58000000000001,5.157320000000004,88.87700000000004,13.04038927277939,7.279056635745992,3.365290189780461,3.365290189780461,2.198556272776725,-2.72,15.18628817498203,6.584547327660077,3.731225936510966,4.347601444332772,250.56,0.65217,0.23884,0.76657
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2cccnc2)cc1=O,5.531652669587842,339.7780000000001,4,0,4,0,4,24,38,5,0,0.05263157894736842,3,3,0,0,2,2,0,0,0,0,0,0,143.5536132040185,52.33000000000001,4.959320000000004,94.40600000000003,13.65670484700512,7.644303144207681,3.534705341573365,3.534705341573365,2.301106978678483,-2.85,16.02354048393191,7.149088158394384,3.913370238318633,4.77307098038461,259.63,0.66667,0.27962,0.76723
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2ccsc2)cc1=O,5.505845405981558,344.8190000000001,3,0,4,0,4,23,36,5,0,0.05555555555555555,3,3,0,0,2,2,0,0,0,0,0,0,141.9743284934834,39.44,5.625820000000004,94.48800000000003,13.85688585370712,8.20878559375312,4.094939747116916,4.094939747116916,2.824915619902278,-2.3,15.590178346174,6.855370239528704,3.915901376190446,4.646801941882872,256.81,0.65217,0.2223,0.76657
Cc1cc(Cl)ccc1Oc1coc(/C=C/c2cccs2)cc1=O,5.34008379993015,344.8190000000001,3,0,4,0,4,23,36,5,0,0.05555555555555555,3,3,0,0,2,2,0,0,0,0,0,0,141.9743284934835,39.44,5.625820000000004,94.48800000000004,13.85688585370712,8.158709447000888,4.20283884748391,4.20283884748391,2.816569595443573,-2.3,15.590178346174,6.855370239528704,3.915901376190446,4.646801941882872,256.81,0.65217,0.24719,0.76657
Cc1cc(Cl)ccc1Oc1coc(C=Cc2ccc[nH]2)cc1=O,5.235077015350112,327.7670000000001,4,1,4,1,3,23,37,5,0,0.05555555555555555,3,3,0,0,2,2,0,0,0,0,0,0,137.5431256440862,55.23,4.892420000000004,90.96170000000004,13.13214098231553,7.377905364713358,3.459407572460341,3.459407572460341,2.268003935137251,-2.72,15.18628817498203,6.584547327660077,3.731225936510966,4.347601444332772,250.44,0.65217,0.25827,0.76657
CCC=CCc1cc(=O)c(Oc2ccc(Cl)cc2C)co1,5.191114132640188,304.7730000000001,3,0,5,0,3,21,38,4,0,0.2352941176470588,2,2,0,0,1,1,0,0,0,0,0,0,128.3716973601977,39.44,4.902620000000004,84.37600000000005,12.81430373711975,7.183694912374989,3.165666178054695,3.165666178054695,2.058644845035341,-2,15.39,7.135802469135802,4.231404958677686,5.229523809523809,240.89,0.71429,0.41442,0.74882
CC(C)=CCc1cc(=O)c(Oc2ccc(Cl)cc2C)co1,5.238072161579471,304.7730000000001,3,0,4,0,3,21,38,4,0,0.2352941176470588,2,2,0,0,1,1,0,0,0,0,0,0,128.3716973601977,39.44,4.902620000000004,84.37600000000005,13.02984668674357,7.023681641986057,3.155756483874584,3.155756483874584,1.997207317856372,-2,15.39,6.635204081632653,4.231404958677686,4.862656705539359,237.6,0.66667,0.41346,0.75255
O=c1cc(/C=C/c2ccccc2)occ1Oc1ccc(Cl)cc1Cl,5.343901797987168,359.2080000000001,3,0,4,0,3,24,36,5,0,0,3,3,0,0,1,1,0,0,0,0,0,0,148.272289335557,39.44,5.909300000000003,96.88400000000003,13.92073493972247,7.861518740893867,3.702180448090428,3.702180448090428,2.441762797002894,-2.49,16.37067070837482,7.38662854795832,4.073292715483121,5.038502650154436,264.03,0.66667,0.27962,0.76455
O=c1cc(/C=C/c2ccoc2)occ1Oc1ccc(Cl)cc1Cl,5.723538195826756,349.169,4,0,4,0,4,23,33,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,141.0666185996339,52.58,5.502300000000003,89.15000000000002,13.17428269180708,7.332923261684899,3.445790993516201,3.445790993516201,2.247438003175846,-2.43,15.4651032862071,6.771197313159116,3.858355571700812,4.552924600838859,253.72,0.65217,0.2223,0.77181
O=c1cc(/C=C/c2cccnc2)occ1Oc1ccc(Cl)cc1Cl,5.690369832574102,360.196,4,0,4,0,4,24,35,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,147.4919373165035,52.33,5.304300000000002,94.67900000000003,13.7905982660328,7.711249853721522,3.587022482188145,3.587022482188145,2.352168723006759,-2.56,16.30314342624841,7.34026470190248,4.041995262791784,4.986224509239362,262.79,0.66667,0.27962,0.77245
Cc1ccc(Oc2coc(/C=C/c3ccccc3)cc2=O)c(C)c1,5.273272790973428,318.3720000000001,3,0,4,0,3,24,42,3,0,0.09523809523809523,3,3,0,0,1,1,0,0,0,0,0,0,140.3956411105869,39.44,5.219340000000004,96.33800000000005,13.6529481016671,7.727625321866185,3.608221887258111,3.608221887258111,2.350554492186264,-3.07,15.81159625732881,7.005041129451572,3.816915738906723,4.615036754369618,257.71,0.66667,0.27962,0.73864
Cc1ccc(Oc2coc(/C=C/c3cccnc3)cc2=O)c(C)c1,5.458420756053419,319.3600000000001,4,0,4,0,4,24,41,4,0,0.1,3,3,0,0,2,2,0,0,0,0,0,0,139.6152890915334,52.33000000000001,4.614340000000004,94.13300000000004,13.52281142797743,7.577356434693842,3.49306392135583,3.49306392135583,2.260960418190127,-3.14,15.7441906572702,6.959388449702855,3.786430665885541,4.565414108755243,256.47,0.66667,0.27962,0.74806
O=c1cc(/C=C/c2ccccc2)occ1Oc1cccc(Cl)c1Cl,5.171984935776023,359.2080000000001,3,0,4,0,3,24,36,5,0,0,3,3,0,0,1,1,0,0,0,0,0,0,148.272289335557,39.44,5.909300000000003,96.88400000000003,13.92073493972247,7.867501805037574,3.995514912276543,3.995514912276543,2.329983262663328,-2.49,16.37067070837482,7.38662854795832,3.879400702846027,5.038502650154436,264.03,0.625,0.27962,0.76987
O=c1cc(/C=C/c2ccoc2)occ1Oc1cccc(Cl)c1Cl,5.245651664288981,349.1690000000001,4,0,4,0,4,23,33,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,141.0666185996339,52.58,5.502300000000003,89.15000000000002,13.17428269180708,7.338906325828606,3.739125457702316,3.739125457702316,2.13565846883628,-2.43,15.4651032862071,6.771197313159116,3.670492434375347,4.552924600838859,253.72,0.6087,0.2223,0.77687
O=c1cc(/C=C/c2cccnc2)occ1Oc1cccc(Cl)c1Cl,5.46344155742847,360.196,4,0,4,0,4,24,35,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,147.4919373165035,52.33,5.304300000000002,94.67900000000003,13.7905982660328,7.717232917865229,3.88035694637426,3.88035694637426,2.240389188667192,-2.56,16.30314342624841,7.34026470190248,3.849271999522966,4.986224509239362,262.79,0.625,0.27962,0.77749
O=c1cc(/C=C/c2ccccc2)occ1Oc1c(Cl)cccc1Cl,5.319664486585437,359.2080000000001,3,0,4,0,3,24,36,5,0,0,3,3,0,0,1,1,0,0,0,0,0,0,148.272289335557,39.44,5.909300000000003,96.884,13.92073493972247,7.867501805037574,3.784090115203527,3.784090115203527,2.482835038313013,-2.49,16.37067070837482,7.38662854795832,3.879400702846027,5.038502650154436,264.03,0.625,0.36657,0.77245
O=c1cc(/C=C/c2ccoc2)occ1Oc1c(Cl)cccc1Cl,5.385102783966865,349.169,4,0,4,0,4,23,33,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,141.0666185996339,52.58,5.502300000000003,89.15000000000002,13.17428269180708,7.338906325828606,3.5277006606293,3.5277006606293,2.288510244485965,-2.43,15.4651032862071,6.771197313159116,3.670492434375347,4.552924600838859,253.72,0.6087,0.32712,0.77933
O=c1cc(/C=C/c2cccnc2)occ1Oc1c(Cl)cccc1Cl,5.42712839779952,360.196,4,0,4,0,4,24,35,6,0,0,3,3,0,0,2,2,0,0,0,0,0,0,147.4919373165035,52.33,5.304300000000003,94.679,13.7905982660328,7.717232917865229,3.668932149301245,3.668932149301245,2.393240964316878,-2.56,16.30314342624841,7.34026470190248,3.849271999522966,4.986224509239362,262.79,0.625,0.36657,0.77994
O=c1cc(COc2ccccc2)[nH]cc1Oc1ccc(Cl)cc1Cl,5.739928612014925,362.2120000000001,4,1,5,1,3,24,37,6,0,0.05555555555555555,3,3,0,0,1,1,0,0,0,0,0,0,148.125326639789,51.32000000000001,5.053000000000003,94.37270000000004,13.97314118252976,7.896036537758292,3.718684919533649,3.718684919533649,2.464824196406017,-2.43,16.42856246722812,7.426435712165357,4.100196001044762,5.08356929192343,262.75,0.66667,0.37426,0.76455
Cn1cc(Oc2ccc(Cl)cc2Cl)c(=O)cc1COc1ccccc1,6.920818753952375,376.2390000000001,4,0,5,0,4,25,40,6,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,154.7002402407809,40.46,5.063400000000003,98.99300000000001,14.92035477802972,8.286380686160575,4.078727796230392,4.078727796230392,2.66432456669328,-2.43,17.39488397506712,7.636950389884435,4.351677238946412,5.313754638215334,273.85,0.64,0.36764,0.78992
O=c1cc(COc2ccccc2)n(C2CC2)cc1Oc1ccc(Cl)cc1Cl,6.318758762624412,402.2770000000002,4,0,6,0,4,27,44,6,0,0.1904761904761905,4,3,1,1,1,1,0,0,0,0,0,0,166.4242933160449,40.46,5.861300000000004,106.283,15.91191860959244,9.413862561335506,4.843040035747246,4.843040035747246,3.252827399735966,-2.43,17.95770319728237,7.668150007705401,4.288189464310928,5.100087478170821,288.11,0.59259,0.35342,0.82089
CCCCn1cc(Oc2ccc(Cl)cc2Cl)c(=O)cc1COc1ccccc1,5.903089986991944,418.3200000000002,4,0,8,0,4,28,49,6,0,0.2272727272727273,3,3,0,0,1,1,0,0,0,0,0,0,173.7950665839707,40.46,6.326500000000005,112.92,17.04167512158936,9.862501637864007,4.709362725535122,4.709362725535122,3.128783514522671,-2.43,20.30801655534651,9.670344178755595,5.305867468403114,7.013768202788119,315.13,0.57143,0.39463,0.81339
O=c1cc(COc2ccccc2)n(Cc2ccccc2)cc1Oc1ccc(Cl)cc1Cl,5.847711655616943,452.3370000000002,4,0,7,0,4,31,50,6,0,0.08,4,4,0,0,1,1,0,0,0,0,0,0,189.757334446845,40.46,6.574700000000004,123.556,18.0142129051644,10.41963184979369,5.152535490519136,5.152535490519136,3.519474177840857,-3.21,21.03849146767471,9.731747336855634,5.484324787726729,6.604557526193656,335.11,0.51613,0.38875,0.82538
Cc1cc(Cl)ccc1Oc1c[nH]c(COc2ccccc2)cc1=O,6.397940008672037,341.794,4,1,5,1,3,24,40,5,0,0.1052631578947368,3,3,0,0,1,1,0,0,0,0,0,0,144.187002527304,51.32,4.708020000000004,94.09970000000004,13.83924776350208,7.82908982824445,3.666367778918869,3.666367778918869,2.413762452077742,-2.72,16.14884897438623,7.234607223965028,3.970822632831353,4.867940810367284,259.59,0.66667,0.37426,0.75903
Cc1cc(Cl)ccc1Oc1cn(C)c(COc2ccccc2)cc1=O,6.958607314841775,355.821,4,0,5,0,4,25,43,5,0,0.15,3,3,0,0,1,1,0,0,0,0,0,0,150.7619161282959,40.46,4.718420000000004,98.72000000000004,14.78646135900204,8.219433976646734,4.026410655615614,4.026410655615614,2.613262822365005,-2.72,17.11437599233544,7.447763861071362,4.222903707449408,5.098553240820129,270.69,0.64,0.36764,0.78531
Cc1cc(Cl)ccc1Oc1cn(C2CC2)c(COc2ccccc2)cc1=O,6.327902142064283,381.8590000000001,4,0,6,0,4,27,47,5,0,0.2272727272727273,4,3,1,1,1,1,0,0,0,0,0,0,162.4859692035598,40.46,5.516320000000004,106.01,15.77802519056476,9.346915851821663,4.790722895132471,4.790722895132471,3.201765655407691,-2.72,17.68177673050628,7.489802929305919,4.1699964494772,4.904926783388116,284.95,0.59259,0.35342,0.81719
CCCCn1cc(Oc2ccc(Cl)cc2C)c(=O)cc1COc1ccccc1,6.200659450546418,397.9020000000002,4,0,8,0,4,28,52,5,0,0.2608695652173913,3,3,0,0,1,1,0,0,0,0,0,0,169.8567424714857,40.46,5.981520000000006,112.647,16.90778170256168,9.795554928350166,4.657045584920344,4.657045584920344,3.077721770194394,-2.72,20.02560762291346,9.46809979922268,5.16961752858014,6.771587554064967,311.97,0.57143,0.39463,0.80949
Cc1cc(Cl)ccc1Oc1cn(Cc2ccccc2)c(COc2ccccc2)cc1=O,6.187086643357144,431.9190000000002,4,0,7,0,4,31,53,5,0,0.1153846153846154,4,4,0,0,1,1,0,0,0,0,0,0,185.8190103343599,40.46,6.229720000000006,123.283,17.88031948613672,10.35268514027985,5.10021834990436,5.10021834990436,3.468412433512582,-3.5,20.75987637731793,9.54,5.355315209157478,6.388684536761709,331.95,0.51613,0.38875,0.8218
Cc1ccc(Oc2c[nH]c(COc3ccccc3)cc2=O)c(C)c1,5.943095148663527,321.3760000000001,4,1,5,1,3,24,43,4,0,0.15,3,3,0,0,1,1,0,0,0,0,0,0,140.2486784148189,51.32,4.363040000000002,93.82670000000005,13.7053543444744,7.762143118730609,3.624726358701334,3.624726358701334,2.373615891589387,-3.01,15.86938455379261,7.044241610553315,3.843124759059233,4.657824125320748,256.43,0.66667,0.37426,0.73864
